1055,The Beatles,Rock And Roll Music,Composer: Berry
1056,Smokey Robinson The Miracles,The Tracks Of My Tears,""
1057,Moby,Pocelain,Artist: Moby
1058,Linda Ronstadt Emmylou Harris,Sisters Of Mercy,""
1059,Robin Hall Jimmy Macgregor,Mingulay Boat Song,""
1060,Wolfgang Amadeus Mozart,Divertimento In D Major,Orchestra: Academy Of St Martin's In The Fields
1061,Felix Mendelssohn,Octet For Strings In E Flat Major -1st Movement,Choir: Members Of The Vienna Octet
1062,William Wordsworth,Lines Composed Above Tintern Abbey,Artist: Robert Speaight
1063,Gerald Finzi,The Salutation From Dies Natalis,Soloist: Wilfred Brown Orchestra: English Chamber Orchestra
1064,Johann Sebastian Bach,"Toccata, Adagio And Fugue In C Major - 2nd Movement",Soloist: Mario Tipo
1065,Benjamin Britten,Oh! Hang At Open Doors The Net (from Peter Grimes),"Orchestra: Orchestra Chorus Of The Royal Opera House, Covent Garden Conductor: Sir Colin Davis"
1066,Vernon Dalhart,The Runaway Train,""
1067,Fred Astaire,The Continental,""
1068,Ella Fitzgerald,Just One Of Those Things,""
1069,Wendy Morrison Richard Pleasance,Theme From The Australian Tv Programme 'sea Changes',""
1070,Wolfgang Amadeus Mozart,Piano Sonata In C Major,Soloist: Vladimir Horowitz
1071,Franz Schubert,Symphony No. 8 In B Minor 'unfinished' - 2nd Movement,Orchestra: Berlin Philharmonic Conductor: Herbert Von Karajan
1072,Franz Schubert,Finale (allegro Vivace),Orchestra: The London Philharmonic Orchestra Conductor: Sir Adrian Boult
1073,Benjamin Britten,Suite For Solo Cello No.1 - 5th Movement,Soloist: Rostropovich
1074,Little Richard,Tutti Frutti,""
1075,Ilona Massey,At The Balalaika,""
1076,Cole Porter,Don't Fence Me In,Artist: Various
1077,Johann Sebastian Bach,Suite For Solo Cello No. 6 In D Major - 4th Movement,Soloist: Paul Tortelier
1078,Sir Peter Maxwell Davies,"An Orkney Wedding, With Sunrise",Orchestra: Scottish Chamber Orchestra Conductor: Sir P Maxwell Davies
1079,Ludwig Van Beethoven,"String Quartet No. 13 In B Flat Major, Op. 130 - 5th Movement",Orchestra: The Lindsay String Quartet
1080,The Wayfarers Trio,John Brown's Body,""
1081,Pyotr Ilyich Tchaikovsky,Piano Concerto No. 2 In G Major - 1st Movement,Soloist: Shura Cherkassky Orchestra: The Berlin Philharmonic Orchestra
1082,Giacomo Puccini,In Questa Reggia (from Turandot),Soloist: Eva Turner Choir: Roh Chorus Orchestra: London Philharmonic Orchestra
1083,Johann Strauss Ii,Und Mild Sang Die Nachtigall (from The Gypsy Baron),"Soloist: Lucia Popp, Peter Seiffert Choir: Bavarian Radio Choir Orchestra: Munich Radio Orchestra Conductor: Placido Domingo"
1084,Pyotr Ilyich Tchaikovsky,Overture,Orchestra: Rusian National Orchestra Conductor: Mikhail Pletnev
1085,Arthur Sullivan/mackerras,Pas De Deux (from Pineapple Poll),Orchestra: London Philharmonic Orchestra
1086,Georges Bizet,Nous Avons En Tete Un Affaire (from Carmen),"Soloist: T Berganza, G Sandison, G Pogson, A Nafe, Yvonne Kenny Orchestra: London Symphony Orchestra Conductor: Claudio Abbado"
1087,Jean Sibelius,The Beginning Of The Third Movement,Orchestra: Vienna Philharmonic Conductor: Lorin Maazel
1088,Frederic Chopin,"Etude In C Minor, Op. 10/12 'revolutionary'",Soloist: Witold Malcuzynski
1089,Pyotr Ilyich Tchaikovsky,"Swan Lake - Act 2, Introduction",Orchestra: Philharmonia Orchestra Conductor: Igor Markevich
1090,Richard Wagner,Ein Schwert Verhiess Mir Der Vater (from Die Walkure),Soloist: Set Svanholm Orchestra: Rca Victor Symphony Orchestra Conductor: Frieder Weissman
1091,Ludwig Van Beethoven,"Cello Sonata No. 5 In D Major, Op. 102/2","Soloist: Gregor Piatigorsky, Solomon"
1092,Ezio Pinza,Some Enchanted Evening,""
1093,Antonio Vivaldi,Violin Concerto In D Major,Soloist: Montserrat Cervera Orchestra: I Musici
1094,Ella Fitzgerald,You Took Advantage Of Me,""
1095,Miriam Makeba,The Click Song,""
1096,Leonard Bernstein,I Feel Pretty (from West Side Story),Orchestra: Joshua Bell Philharmonia Orchestra Conductor: D Zinman
1097,Richard Strauss,"Zueignung, Op. 10/1",Soloist: Jessye Norman Orchestra: Gewandhaus Orchestra
1098,Pyotr Ilyich Tchaikovsky,Sleeping Beauty - Rose Adagio,Orchestra: Saint Louis Symphony Orchestra Conductor: L Slatkin
1099,Wolfgang Amadeus Mozart,Adagio,Orchestra: London Mozart Players Wind Ensemble Conductor: Jane Glover
1100,Johann Sebastian Bach,"St Matthew Passion - Mache Dich, Mein Herze",Soloist: Berlin Philharmonic Conductor: Herbert Von Karajan
1101,Sergey Vasilievich Rachmaninov,Romance,"Soloist: Cyril Smith, Phyllis Sellick"
1102,Johannes Brahms,Piano Concerto No. 2 In B Flat Major - 1st Movement,Soloist: Clifford Curzon Orchestra: Vienna Philharmonic Orchestra
1103,Ralph Vaughan Williams,Serenade To Music,Orchestra: Bbc Symphony Orchestra Conductor: Sir Henry Wood
1104,Sergey Vasilievich Rachmaninov,Rhapsody On A Theme Of Paganini - Variation No. 18,Soloist: Cyril Smith Orchestra: Philharmonia Orchestra
1105,Arthur Bliss,Piano Concerto - 1st Movement (finale),Soloist: Solomon Orchestra: Royal Liverpool Philharmonic
1106,Alexander Nikolayevich Scriabin,"Etude In D Sharp Minor, Op.8 No.12",Soloist: Vladimir Horowitz
1107,Sir William Walton,"Troilus And Cressida, Act Two","Soloist: Judith Howarth, Arthur Davies"
1108,Astor Piazzolla,Le Grand Tango,"Soloist: Gidon Kremer, Vadim Sakharov"
1109,Franz Liszt,Faust Symphony,Orchestra: The Royal Philharmonic Orchestra Conductor: Sir Thomas Beecham
1110,Paul Hindemith,String Trio No. 2,Orchestra: Hindemith Trio
1111,Sir William Walton,Charge And Battle,Artist: Philaharmonia Orchestra
1112,Felix Mendelssohn,Song Without Words 'venetian Gondola Song',"Artist: Nathan Berg, Eugene Asti"
1113,Sir William Walton,Polka (from Facade),Soloist: Lady Walton
1114,Giuseppe Verdi,Falstaff Act 3,Soloist: Tito Gobbi
1115,Wolfgang Amadeus Mozart,Dalla Sua Pace (from Don Giovanni),Soloist: Luigi Alva Orchestra: Philharmonia Orchestra Conductor: Carlo Maria Giulini
1116,Joe Brown The Bruvvers,That's What Love Will Do,""
1117,Johann Sebastian Bach,"Well-tempered Clavier, Book 1 - Prelude In E Major",Soloist: Frederich Gulda
1118,Cat Stevens,Can't Keep It In,""
1119,Dire Straits,Ticket To Heaven,""
1120,Joan Baez,Sweet Sir Galahad,""
1121,Johann Sebastian Bach,Mass In B Minor - Domine Deus,Soloist: Rotraud Hansmann Kurt Equiluz Orchestra: Concentus Musicus Wien Conductor: Nikolaus Harnoncourt
1122,George Frideric Handel,I Know That My Redeemer Liveth (from Messiah),Soloist: Heather Harper
1123,Ibrahim El-hagger Sami Nussair,Samal El Aryan,""
1124,Judith Cohen With Gerineldo,Ventanas Altas,""
1125,Edith Piaf,L'accordeoniste,""
1126,Giuseppe Verdi,Caro Nome (from Rigoletto),Soloist: Joan Sutherland Orchestra: London Symphony Orchestra
1127,Mikis Theodorakis,Vraho Vraho (my Grief Is Like A Rock),""
1128,Luciano Pavarotti,O Sole Mio,""
1129,Klevrisa Ensemble,Alter Yiddisher Tants (old Jewish Dance),""
1130,Johann Sebastian Bach,English Suite No. 1 In A Major - 1st Movement,Soloist: Murray Perahia
1131,"Alan Jabbour, Mike Seeger, Tom Kelly, Gil Carter",Boatman,""
1132,Johann Sebastian Bach,Orchestral Suite No. 3 In D Major - 2nd Movement (air On A G String),Orchestra: Academy Of St Martin In The Fields
1133,Cormac Breatnach,Port Na Bpucai,Composer: Cormac Breatnach
1134,Unknown,Unknown Romanian Song,""
1135,Penguin Cafe,Isle Of View,""
1136,Ewan Maccoll,The Joy Of Living,""
1137,Irene Scott,My Joy Of You,""
1138,Paul Simon,Loves Me Like A Rock,""
1139,Johannes Brahms,Serenade No. 1 In D Major,Orchestra: Brt Philharmonic Orchestra Of Brussels
1140,Johann Sebastian Bach,St Matthew Passion - Ich Will Bei Meinem Jesu Wachen,Soloist: Ernst Haefliger Orchestra: Munich-bach Orchestra
1141,Pearl Bailey,Beat Out Dat Rhythm On A Drum,""
1142,Max Adrian,The Best Of All Possible Worlds,""
1143,Alan Price,Simon Smith And His Amazing Dancing Bear,""
1144,Jean Sibelius,Symphony No. 4 In A Minor,Orchestra: Danish National Radio Symphony Orchestra
1145,Claudio Monteverdi,Pur Ti Miro (from The Coronation Of Poppea ),Soloist: Danielle Borst Guillemette Laurens
1146,The Beatles,A Little Help From My Friends,""
1147,Johann Sebastian Bach,"St Matthew Passion - Give, O Give Me Back My Lord",Soloist: William Parsons Orchestra: Jacques Orchestra
1148,Lotte Lenya,Seerauber Jenny,""
1149,Billie Holiday,Gloomy Sunday,""
1150,Claudio Monteverdi,Love Duet (from L'incoronazione Di Poppea),"Soloist: Magda Laszlo, Richard Lewis Orchestra: Royal Philharmonic Orchestra Conductor: John Pritchard"
1151,John Dowland,"Weep You No More, Sad Fountains","Soloist: Richard Lewis, Jacqueline Bonneau"
1152,Robert Rounseville,It Must Be So From Candide,""
1153,Johann Sebastian Bach,Brandenburg Concerto No. 3 In G Major,Orchestra: Bath Festival Chamber Orchestra Conductor: Yehudi Menuhin
1154,Johann Sebastian Bach,St Matthew Passion - Erbarme Dich,Soloist: Christa Ludwig Orchestra: Philharmonia Orchestra Chorus
1155,Pink Floyd,Money,""
1156,Maurice Ravel,Daphnis And Chloe,Orchestra: Montreal Symphony Orchestra Choir
1157,Giacomo Puccini,Quando Me'n Vo' Soletta (from La Boheme),"Soloist: Lucine Amara, Robert Merrill, Fernando Corena"
1158,Jean Sibelius,Violin Concerto In D Minor,Soloist: Tasmin Little Orchestra: Royal Liverpool Philharmonic Orchestra
1159,Richard Strauss,Ein Heldenleben - Finale,Soloist: Malcolm Stewart Orchestra: Royal Liverpool Philharmonic
1160,Marcel Dupre,Prelude Fugue In B Major,Soloist: Wayne Marshall - Private Tape
1161,Dunvant Male Choir With Band Of Welsh Guards,Guide Me O Thou Great Jehovah - Bread Of Heaven,""
1162,Soft Cell,Tainted Love,""
1163,Abba,Waterloo,""
1164,Mash Company,Theme From Mash - Suicide Is Painless,""
1165,Blind Melon,No Rain,""
1166,Steve Coogan,"Knowing Me, Knowing You",Artist: Rebecca Front
1167,Depeche Mode,Personal Jesus,""
1168,Stealers Wheel,Waterloo Stuck In The Middle With You,""
1169,Wolfgang Amadeus Mozart,Flute Concerto No. 1 In G Major,Soloist: Sarah Brooke Orchestra: Philharmonia Orchestra
1170,Fats Waller,My Very Good Friend The Milkman,""
1171,Billie Holiday Lester Young,I Must Have That Man,""
1172,Johannes Brahms,"Rhapsody In G Minor, Op. 79/2",Soloist: Mikhail Rudy
1173,The Beatles,The Long And Winding Road,""
1174,Antonio Vivaldi,Quoniam Tu Solus Sanctus (from Gloria In D Major),"Choir: Choir Of King College, Cambridge"
1175,Gilbert Sullivan,Take A Pair Of Sparkling Eyes (from The Gondoliers),Orchestra: Orchestra Of D'oyly Carte Opera Conductor: John Pryce Jones
1176,Georges Bizet,Au Fond Du Temple Saint (from The Pearl Fishers),Soloist: Leopold Simoneau Rene Bianco
1177,Bing Crosby Frank Sinatra,Well Did You Evah?,""
1178,Carroll Gibbons The Savoy Orpheans,I'm Gonna Get Lit Up (when The Lights Go On In London),""
1179,Ron Goodwin,Those Magnificent Men In Their Flying Machines,Artist: Original Soundtrack
1180,Giuseppe Verdi,Gloria All'egitto (from Aida),"Choir: Chorus Of Royal Opera House, Convent Garden"
1181,Giacomo Puccini,La Boheme Act 2,"Soloist: Gianna D'angelo, Renata Tebaldi, Bastiani"
1182,Guido Haazen,Missa Luba,Choir: The Muungano National Choir
1183,Wolfgang Amadeus Mozart,Horn Concerto No. 2 In E Flat Major - 2nd Movement,Soloist: Timothy Brown Orchestra: Academy Of St Martin In The Fields
1184,Johannes Brahms,Academic Festival Overture,Orchestra: The Chicago Symphony Orchestra Conductor: Daniel Baren
1185,1st Battalion Of The 51st Highland Volunteers,The Reel Of The 51st Highland Division,""
1186,Sergey Vasilievich Rachmaninov,"Bless The Lord, O My Soul (from Liturgy Of St John Chrysostom)",Soloist: Joya Logan Choir: Corydon Singers
1187,Leonard Bernstein,Serenade (after Plato's Symposium) - 4th Movement,Soloist: Hilary Hahn Orchestra: Baltimore Symphony Orchestra
1188,John Tavener,With Great Peace Serenity From Eternal Memo,Soloist: Steven Isserlis Orchestra: Moscow Virtuosi Conductor: Vladimir Spivakov
1189,Macy Gray,Why Don't You Call Me?,""
1190,The Beatles,You've Got To Hide Your Love Away,""
1191,Jack Hylton His Orchestra,Stormy Weather,Artist: Cecile Petrie
1192,Sir Edward Elgar,Enigma Variations - Troyte,Orchestra: City Of London Symphony Orchestra
1193,Tina Turner,I Can't Stand The Rain,""
1194,Monteverdi Choir,The Creation,Artist: English Baroque Soloists
1195,Antonio Vivaldi,Gloria In D Major,Orchestra: Philharmonia Orchestra Chorus
1196,The Beatles,Come Together,""
1197,The Smiths,Bigmouth Strikes Again,""
1198,Ludwig Van Beethoven,"Piano Sonata No. 23 In F Minor, Op. 57 'appassionata'",Soloist: Wilhelm Kempff
1199,Pyotr Ilyich Tchaikovsky,Violin Concerto In D Major - 1st Movement,Soloist: Kyung Wha Chung Orchestra: London Symphony Orchestra
1200,R.e.m.,Everybody Hurts,""
1201,Marianne Faithfull,Guilty,""
1202,Jimi Hendrix,All Along The Watchtower,""
1203,Wolfgang Amadeus Mozart,Requiem In D Minor - Agnus Dei,Choir: Vienna Singverein Orchestra: Vienna Philharmonic Orchestra
1204,Bing Crosby The Andrews Sisters,Don't Fence Me In,""
1205,Richard Rodgers Oscar Hammerstein Ii,Slaughter On Tenth Avenue (from On Your Toes),Soloist: Richard Rodgers Orchestra: The New York Philharmonic
1206,June Bronhill And Keith Mitchell,I Know Now,""
1207,Michael Ball,With One Look,""
1208,Wolfgang Amadeus Mozart,Vesperae Solennes De Confessore - Laudate Dominum,Soloist: Janis Kelly
1209,Vincenzo Bellini,Norma,Soloist: Joan Sutherland With John Alexander Orchestra: London Symphony Orchestra
1210,Nanci Griffith Mac Mcanally,Gulf Coast Highway,""
1211,Billy Joel,Say Goodbye To Hollywood,""
1212,Roxy Music,Avalon,""
1213,Jon Vangelis,I'll Find My Way Home,""
1214,Dar Williams,As Cool As I Am,""
1215,Simon Garfunkel,Kathy's Song,""
1216,The Suits,Stay Strong,""
1217,Richard Lloyd And Bill Lloyd,Lake Isle Of Innisfree - Private Recording,""
1218,Wolfgang Amadeus Mozart,Sull'aria (from The Marriage Of Figaro),Soloist: Graziella Sciutti And Sena Jurinac
1219,Johann Sebastian Bach,Goldberg Variations - Variations Nos. 20 21,Soloist: Glenn Gould
1220,Ella Fitzgerald,In The Still Of The Night,""
1221,Martin Jarvis,Ready Steady No!,""
1222,Franz Schubert,String Quartet No. 14 In D Minor 'death And The Maiden' - 1st Movement,Orchestra: Lindsay String Quartet
1223,Homer,Illiad (end Of Book 19),Soloist: Derek Jacobi
1224,Joseph Haydn,"Sinfonia Concertante For Violin, Cello, Oboe",Orchestra: Chamber Orchestra Of The Saare
1225,Antonin Dvorak,"Silent Woods, Op. 68/5",Soloist: Jacqueline Du Pre Orchestra: Chicago Symphony Orchestra Conductor: Daniel Barenboim
1226,Pyotr Ilyich Tchaikovsky,Piano Concerto No. 1 In B Flat Minor - 3rd Movement,Soloist: Martha Argerich Orchestra: Bavarian Radio Symphony Orchestra
1227,Marescotti,Fantasque,Artist: Arturuo Benedetti Michelangeli
1228,Camille Saint-saens,Symphony No. 3 In C Minor 'organ',Orchestra: Berlin Philharmonic Orchestra Conductor: James Levine
1229,Barbra Streisand,A Sleepin' Bee,""
1230,Sir Edward Elgar,Piano Quintet In A Minor - 2nd Movement,Soloist: Peter Donohoe Orchestra: Maggini String Quartet
1231,Michael Rupert,Live Alone And Like It,""
1232,Dmitri Shostakovich,String Quartet No. 8 In C Minor - 1st Movement,Orchestra: Medici String Quartet
1233,Sergei Sergeyevich Prokofiev,Romeo And Juliet Act 1,Orchestra: Berlin Philharmonic Orchestra Conductor: Lorin Maazel
1234,Kermit Schafer,Pardon My Blooper,""
1235,Barbra Streisand,I Stayed Too Long At The Fair,""
1236,Tony Hancock Kenneth Williams,Sunday Afternoon At Home (from Hancock's Half Hour),""
1237,Giuseppe Verdi,"Ah, Fors' E Lui (from La Traviata)",Soloist: Joan Sutherland Orchestra: Orchestra And Chorus Of Maggio Musicale Fiorentino Conductor: John Pritchard
1238,Frankie Howerd,Three Little Fishes,""
1239,Lena Horne,Blowin' In The Wind,""
1240,Joaquin Rodrigo,Concierto De Aranjuez,Soloist: Narciso Yepes Orchestra: National Orchestra Of Spain Conductor: Ataulfo Argenta
1241,Antonin Dvorak,Cello Concerto In B Minor,Soloist: Jacqueline De Pre Orchestra: Chicago Symphony Orchestra Conductor: Daniel Barenboim
1242,Ludwig Van Beethoven,"Piano Sonata No. 14 In C Sharp Minor, Op.27/2 'moonlight'",Soloist: Daniel Barenboim
1243,Felix Mendelssohn,Violin Concerto In E Minor,Soloist: Yehudi Menuhin Orchestra: The Berlin Philharmonic Orchestra Conductor: Wilhelm Furtwangler
1244,Richard Burton,Under Milk Wood - Bbc Archive,Composer: Dylan Thomas
1245,Johann Sebastian Bach,Toccata And Fugue In D Minor,Soloist: Helmut Walcha
1246,Andrew Lloyd Webber,Memory (from Cats),Soloist: Elaine Paige
1247,Giacomo Puccini,Recondita Armonia (from Tosca),Soloist: Luciano Pavarotti Orchestra: Orchestra Del Maggio Conductor: Zubin Mehta
1248,Kenny Rogers,The Gambler,""
1249,Frederic Chopin,"Etude In G Flat Major, Op. 10/5",Soloist: Byron Janis
1250,Bill Haley His Comets,Rock Around The Clock,""
1251,John Macfadyen,"Cumha Dhomhnuill Bhain Mhiccruimein, Lament For Donald Ban Maccimmon",""
1252,Boney M.,Rasputin,""
1253,Giuseppe Verdi,"Libiamo, Ne' Lieti Calici (brindisi) (from La Traviata)","Soloist: Montserrat Caballe, Carlo Berogzi Orchestra: Rca Italian Opera Orchestra And Chorus Conductor: Georges Petre"
1254,Aled Jones,Dear Lord And Father Of Mankind,""
1255,Keith Jarrett,The Koln Concert,""
1256,Marion Williams,Strong Again,""
1257,Johann Sebastian Bach,Sarabande,Artist: Yo Yo Man
1258,M Marais,Sonnerie De Ste Genevieve Du Mont-de-paris,"Soloist: F Biondi, J Savall, P Hantai, R Lislevand Conductor: Jordi Savall"
1259,Georges Bizet,C'est Toi! (from Carmen),Soloist: Placido Domingo And Tatiana Troyanos Orchestra: London Philharmonic Orchestra Conductor: Sir George Solti
1260,Gipsy Kings,Opening Of Amor D'un Dia,""
1261,Randy Newman,God's Song (that's Why I Love Mankind),""
1262,Pyotr Ilyich Tchaikovsky,Symphony No. 4 In F Minor 3rd Movement,Orchestra: New York Philharmonic Orchestra Conductor: Leonard Bernstein
1263,Gustav Holst,Jupiter (from The Planets),Orchestra: Boston Symphony Orchestra Conductor: Seiji Ozawa
1264,Robb Wilton,Back Answers,""
1265,John Rutter/f S Pierpoint,For The Beauty Of The Earth,Choir: St Pauls Cathedral Choristers Orchestra: The London Sinfonia Conductor: John Scott
1266,Sir Edward Elgar,The Dream Of Gerontius - Softly And Gently (angel's Farewell),Artist: Dame Janet Baker Sheffield Philharmonic Chorus The Halle Choir Orchestra Conductor: Sir John Barbirolli
1267,Johann Sebastian Bach,Oboe D'amore Concerto In A Major,Soloist: Helmutt Winschermann Orchestra: Frankfurt Bach Orchestra
1268,Julie Andrews,How Can I Wait?,""
1269,Charles Penrose,The Laughing Policeman,""
1270,Janet Baker/james Bowman,La Calisto,""
1271,Wolfgang Amadeus Mozart,Oboe Quartet In F Major,Soloist: Ian Wilson Orchestra: Gabrieli Quartet
1272,Sir Edward Elgar,The Dream Of Gerontius - Go In The Name Of Angels,Soloist: Dennis Noble Choir: Huddersfield Choral Society Orchestra: Royal Liverpool Philharmonic Orchestra Conductor: Malcolm Sargent
1273,Johann Sebastian Bach,Cantata No. 170: Vergnugte Ruh,Soloist: Janet Baker Orchestra: Academy Of St Martin In The Fields
1274,Aled Jones,How Great Thou Are,""
1275,Adrian Brett And Orchestra,The Sailors Hornpipe,""
1276,The Seekers,The Carnival Is Over,""
1277,African Children's Choir,O Happy Day,""
1278,Joseph Haydn,Symphony No. 94 In G Major 'surprise',Orchestra: Nbc Symphony Orchestra Conductor: Arturo Toscanini
