4787,The Clancy Brothers And Tommy Makem,Black Velvet Band,Composer: Trad.
4788,Billie Holiday,Stormy Weather,Composer: Harold Arlen - Theodore Koehler
4789,Tommy Dorsey,On The Sunny Side Of The Street,Composer: Fields/mchugh
4790,Stubby Kaye (with Chorus),"Sit Down, You're Rockin' The Boat",Composer: Frank Loesser
4791,Georg Philipp Telemann,"Concerto For Three Oboes, Three Violins And Bass",Artist: The Concentus Musicus Of Vienna Led By Nicolaus Harnoncourt
4792,Antonio Lotti,Gloria,Artist: Balthasar Neumann Choir And Ensemble Led By Thomas Hengelbrock
4793,The Yardbirds,Happenings Ten Years Time Ago,"Composer: Keith Relf, Jim Mccarty"
4794,The Beach Boys,I Get Around,Composer: Wilson
4795,The Who,I'm A Boy,Composer: Pete Townshend
4796,Laura Nyro,Timer,Composer: Laura Nyro
4797,King Crimson,21st Century Schizoid Man,Composer: Fripp-mcdonald-lake-giles-sinfield
4798,Jane's Addiction,Been Caught Stealing,Composer: Perry Farrell/ Eric Avery/dave Navarro/stephen Perkins
4799,The Paul Butterfield Blues Band,Work Song,Composer: Adderley/brown
4800,Bob Dylan,Ballad Of A Thin Man,Composer: Bob Dylan
4801,Andy Stewart,Donald Where's Your Troosers?,Composer: Stewart/grant
4802,Doris Day,The Black Hills Of Dakota,Composer: S Fain/p F Webster
4803,Love,Alone Again Or,Composer: Bryan Maclean
4804,Captain Beefheart His Magic Band,Moonlight On Vermont,Composer: Captain Beefheart
4805,Leonard Bernstein,Rhapsody In Blue,Composer: George Gershwin
4806,John Cage,"4'33""",Artist: Amadinda Percussion Group
4807,Lang Lang,The Yellow River In Wrath From The Yellow River Piano Concerto,(performing: With The China Philharmonic Orchestra Conducted By Long Yu)
4808,Frederic Chopin,Waltz In A Minor,Artist: Idil Biret
4809,Johnny Cash,Sunday Morning Coming Down,Composer: Kristofferson
4810,Prince,The Cross,Composer: Prince
4811,Cesaria Evora,Petit Pays,Composer: Nando Da Cruz
4812,Radiohead,Street Spirit,Composer: Radiohead
4813,David Bowie,Life On Mars,Composer: David Bowie
4814,Shakira,Waka Waka The Theme To The 2010 World Cup,"Composer: Lyrics Shakira/ Music J.hill, Emile Kojidie, Dooh Belly, Eugene Victor, Ze Bell Jean Paul"
4815,Pink Floyd,Another Brick In The Wall,Composer: Waters
4816,Sergey Vasilievich Rachmaninov,Sergei Vasilievich Rachmaninoff - Piano Concerto No. 2 In C Minor,Artist: Jean-bernard Pommier - With The Halle Orchestra Conducted By Lawrence Foster
4817,Benjamin Zephaniah,The Death Of Joy Gardner,Composer: Benjamin Zephaniah
4818,The Goons,"What's The Time, Eccles?",Composer: Milligan
4819,Iona Rowan (on Vocals Guitar) Freddy Vanson,Won't Wait For Hope,Composer: Poetry By Freddy Vanson
4820,Herbert Howells,The Opening Of The Requiem,"Artist: St John's College, Cambridge Choir Led By Christopher Robinson"
4821,Antonio Forcione,Touch Wood,Composer: Forcione
4822,Johnny Cash,Hurt,Composer: Trent Reznor
4823,Deacon Blue,Dignity,Composer: R Ross
4824,The Who,Love Reign O'er Me,Composer: Pete Townshend
4825,Colin Hay,Waiting For My Real Life To Begin,"Composer: Hay, Mooney"
4826,The Beautiful South,Domino Man,"Composer: Paul Heaton, David Rotheray"
4827,The La's,There She Goes,Composer: The La's
4828,Don Mclean,Vincent,Composer: Don Mclean
4829,Jerry Lee Lewis,Whole Lotta Shakin' Goin' On,""
4830,Vaughn Monroe,Riders In The Sky,""
4831,Mahalia Jackson,The Old Rugged Cross,""
4832,Spike Jones And His City Slickers,Der Fuehrer's Face,""
4833,Aretha Franklin,I Never Loved A Man,""
4834,Big Bill Broonzy,"Black, Brown And White",""
4835,Humphrey Lyttelton,Bad Penny Blues,""
4836,The Philadelphia Orchestra,Overture: Rienzi,Composer: Wagner
4837,Paul Mccartney,Hey Jude,Composer: Lennon/mccartney
4838,Thomas Allen - (and The London Philharmonic Orchestra Conducted By Bernard Haitink),Now That The Wine Has Set Their Heads Whirling,Composer: Mozart
4839,Ella Fitzgerald Louis Armstrong,I've Got My Love To Keep Me Warm,Composer: Irving Berlin
4840,Frank Sinatra,Some Enchanted Evening,Composer: Rodgers And Hammerstein Ii
4841,Mary Hopkin,Those Were The Days,Composer: Gene Raskin
4842,Dean Martin,That's Amore,""
4843,The Beatles,Golden Slumbers/carry That Weight,""
4844,David Bowie,Jean Genie,""
4845,Squeeze,Up The Junction,""
4846,Bruce Springsteen,O Mary Don't You Weep,""
4847,Nina Simone,Sinnerman,""
4848,Ry Cooder V.m. Bhatt,Isa Lei,""
4849,Johnny Cash,In Your Mind,""
4850,Nusrat Fateh Ali Khan,Nothing Without You,""
4851,Warren Zevon,Don't Let Us Get Sick,""
4852,"Earth, Wind Fire",Let's Groove,""
4853,Neil Diamond,Sweet Caroline (good Times Never Seemed So Good),""
4854,The Jam,Boy About Town,""
4855,Central Line,Walking Into Sunshine,""
4856,Arsenal 1971 Squad,Good Old Arsenal,""
4857,Squeeze,Black Coffee In Bed,""
4858,Chet Baker,I've Never Been In Love Before,""
4859,Elton John,Friends,""
4860,Frederick Delius,Brigg Fair,Soloist: Owain Arwel Hughes Orchestra: Philharmonia Orchestra
4861,Antonio Carlos Jobim Elis Regina,Aguas De Marco,""
4862,Sergey Vasilievich Rachmaninov,Part Of The Third Movement Of Second Symphony,Orchestra: London Symphony Orchestra Conductor: Andre Previn
4863,Sonny Rollins,Alfie's Theme,""
4864,Georgia Brown,It's A Fine Life,""
4865,Igor Stravinsky,The Finale Of The Firebird,Orchestra: City Of Birmingham Symphony Orchestra Conductor: Simon Rattle
4866,Al Bowlly With Ray Noble His Orchestra,I'll String Along With You,""
4867,Elvis Presley,Ready Teddy,""
4868,Benjamin Luxon,The Volunteer Organist,""
4869,1970 World Cup Squad,Back Home,""
4870,Johnny Cash,Ring Of Fire,""
4871,Kraftwerk,Neon Lights,""
4872,George Formby,Why Don't Women Like Me?,""
4873,The Fall,Rowche Rumble,""
4874,Johann Sebastian Bach,The Andante From Second Sonata In A Minor,Soloist: Julia Fischer
4875,Johann Sebastian Bach,The Opening Of St Matthew Passion,Orchestra: The City Of Birmingham Symphony Orchestra Chorus Conductor: Simon Rattle
4876,Wolfgang Amadeus Mozart,Serenade No. 10 In B Flat Major For 13 Wind Instruments - 3rd Movement,Soloist: Alexander Schneider Orchestra: Chamber Orchestra Of Europe
4877,Bela Bartok,Door Six (from Bluebeard's Castle),"Soloist: Kolos Kovats, Sylvia Sass Orchestra: London Philharmonic Orchestra Conductor: Sir Georg Solti"
4878,Diana Krall,East Of The Sun (and West Of The Moon),""
4879,Giuseppe Verdi,Otello,"Orchestra: Orchestra Of La Scala, Milan Chorus Conductor: Carlos Kleiber"
4880,Bela Bartok,"The Third Movement Of The Music For Strings, Percussion And Celesta","Orchestra: Liszt Ferenc Chamber Orchestra, Budapest Conductor: Janos Rolla"
4881,Jack Johnson,Better Together,""
4882,Elvis Presley,"Lawdy, Miss Clawdy",""
4883,Bruce Springsteen,Born To Run,""
4884,Bryn Terfel,Pretty Women,""
4885,John Martyn,Don't Want To Know,""
4886,Paul Simon,Slip Slidin' Away,""
4887,James Taylor,That's Why I'm Here,""
4888,Harry Christophers With The Sixteen.,Miserere,Composer: Allegri
4889,Oliver Postgate Narrating - Music By Vernon Elliott,Noggin The Nog,Composer: Vernon Elliott/ Oliver Postgate
4890,The Undertones,My Perfect Cousin,Composer: D O'neill/m Bradley
4891,Big Country,In A Big Country,Composer: Big Country
4892,Children (recorded In Dublin In The 1960's),The Story Of John The Baptist.,""
4893,David Bowie,Golden Years,Composer: David Bowie
4894,The Bothy Band,Butterfly,Composer: Traditional
4895,The Beach Boys,God Only Knows,Composer: Brian Wilson And Tony Asher
4896,Rod Stewart,Maggie May,""
4897,The Human League,Don't You Want Me,""
4898,Tony Orlando Dawn,Tie A Yellow Ribbon Round The Old Oak Tree,""
4899,Michael Ball,Love Changes Everything,""
4900,Chesney Hawkes,The One And Only,""
4901,John Lennon The Plastic Ono Band,Give Peace A Chance,""
4902,Eminem,Lose Yourself,""
4903,Ronan Keating,Life Is A Rollercoaster,""
4904,Phil Collins,Two Hearts,""
4905,Robert Palmer,She Makes My Day,""
4906,Chicane,Saltwater,""
4907,Take That,Greatest Day,""
4908,Santana,She's Not There,""
4909,Nikolai Andreyevich Rimsky-korsakov,The Beginning Of Scheherazade,Orchestra: London Philharmonic Orchestra Conductor: Takuo Yuasa
4910,The Temptations,I Wish It Would Rain,""
4911,Frank Sinatra,Brazil,""
4912,Oasis,Wonderwall,""
4913,Eurythmics,Thorn In My Side,""
4914,Billy Joel,Uptown Girl,""
4915,Bryan Ferry,Jealous Guy,""
4916,Tracy Chapman,Fast Car,""
4917,Muse,Supermassive Black Hole,""
4918,Soul Ii Soul,Back To Life,""
4919,Tracy Chapman,The Promise,""
4920,Barrett Strong,Money (that's What I Want),""
4921,Billie Holiday,Don't Worry 'bout Me,""
4922,Frank Sinatra,All The Way,""
4923,The Temptations,Since I Lost My Baby,""
4924,Al Green Lyle Lovett,Funny How Time Slips Away,""
4925,Aretha Franklin,Dr Feelgood,""
4926,Ludwig Van Beethoven,"Piano Sonata No. 29 In B Flat Major, Op. 106 'hammerklavier - 3rd Movement",Soloist: Emil Gilels
4927,Anton Bruckner,Part Of The Second Movement Of 7th Symphony Conducted By,Orchestra: Berlin Philharmonic Orchestra Conductor: Eugen Jochum
4928,Anton Bruckner,"Beginning Of The First Movement Of 4th Symphony, The Romantic,",Orchestra: Berlin Philharmonic Conductor: Eugen Jochum
4929,Ludwig Van Beethoven,"String Quartet No. 12 In E Flat Major, Op. 127",Orchestra: Quartetto Italiano
4930,Maria Callas,"Vien, Diletto -come Beloved",""
4931,Pyotr Ilyich Tchaikovsky,The Rose Adagio,Orchestra: The Philadelphia Orchestra Conductor: Riccardo Muti
4932,Ella Fitzgerald,Have You Met Miss Jones?,""
4933,George Frideric Handel,Dopo Notte - After A Dark Night,Soloist: Janet Baker Orchestra: English Chamber Orchestra Conductor: Raymond Leppard
4934,Wolfgang Amadeus Mozart,Final Sonata In D Major,"Soloist: Martha Argerich, Alexandre Rabinvitch"
4935,Benjamin Britten,The Salley Gardens,Soloist: Thomas Allen Orchestra: Northern Sinfonia Conductor: Steuart Bedford)
4936,Leontyne Price,He's Got The Whole World In His Hands,""
4937,Federico Mompou,That Night An Identical Wind (from The Struggle In The Dream),Soloist: Victoria De Los Angeles Orchestra: Orchestre De La Societe Des Concerts Du Conservatoire Conductor: Rafael Fruhbeck De Burgos
4938,The Proclaimers,Over And Done With,""
4939,Elvis Costello,Oliver's Army,""
4940,The Housemartins,Me And The Farmer,""
4941,Eddie Izzard,The Starship Enterprise,""
4942,Tim Minchin,White Wine In The Sun,""
4943,Billy Bragg,Greetings To The New Brunette,""
4944,Coldplay,Viva La Vida,""
4945,Elbow,One Day Like This,""
4946,Chicane,No Ordinary Morning,""
4947,Bent,Swollen,""
4948,John Lennon The Plastic Ono Band,Happy Christmas (war Is Over),""
4949,Heather Small,Proud,""
4950,The Dave Brubeck Quartet,The History Of A Boy Scout,""
4951,George Melly Mick Mulligan,There'll Be Some Changes Made,""
4952,Frank Sinatra,Deep In A Dream,""
4953,Lester Young,"Oh, Lady Be Good (from Lady, Be Good!)",""
4954,Louis Armstrong,West End Blues,""
4955,Katie Melua,The Closest Thing To Crazy,""
4956,Tony Hancock,A Sunday Afternoon At Home,""
4957,Billie Holiday,Georgia On My Mind,""
4958,Lawson-haggart Greats Of Jazz,Just A Closer Walk To Thee,""
4959,Unknown,Olympic Anthem 1980,""
4960,Sidney Bechet,Love For Sale,""
4961,Ella Fitzgerald Louis Armstrong,A Foggy Day,""
4962,New York Dolls,(there's Gonna Be A) Showdown,""
4963,Marianne Faithfull,Come And Stay With Me,""
4964,Ramones,Loudmouth,""
4965,The Velvet Underground,The Black Angel's Death Song,""
4966,Klaus Nomi,Der Nussbaum (from Myrthen),""
4967,Nico,I'm Not Saying,""
4968,Iggy The Stooges,Your Pretty Face Is Going To Hell,""
4969,Mott The Hoople,Sea Diver,""
4970,Electric Light Orchestra,Mr Blue Sky,Composer Jeff Lynne
4971,Various Artists From The Wagogo Tribe In Tanzania,Mhiza Wangu Janeth Waza Nili,""
4972,Al Jolson,My Mammy,Composer Donaldson/lewis/young
4973,The Smiths,Heaven Knows I'm Miserable Now,Composer Morrissey /marr
4974,Ralph Vaughan Williams,The Call (from Five Mystical Songs),Soloist: Thomas Allen
4975,Chicago,25 Or 6 To 4,""
4976,Claude Debussy,String Quartet In G Minor - 2nd Movement,Orchestra: The Talich Quartet
4977,Phyllis Chapell,Jerusalem Of Gold,""
4978,Stevie Wonder,Fingertips,""
4979,Gioachino Rossini,Petite Messe Solennelle,"Soloist: Cecilia Gasdia, Bernarda Fink, Vincenzo La Scola, Francesco Ellero D'artegna, Luciano Sgrizzi, Jean-francois Antonioli Orchestra: Ensemble Vocal De Lausanne Conductor: Michel Corboz"
4980,Aaron Copland,The Promise Of Living (from The Tender Land Suite),Orchestra: Boston Symphony Orchestra Conductor: Aaron Copland
4981,Henry Goodman,All I Care About,""
4982,Patti Page,The Tennessee Waltz,""
4983,Dion,"Abraham, Martin And John",""
4984,Elvis Presley,Love Me Tender,""
4985,Elvis Presley,A Little Less Conversation,""
4986,Al Bowlly,I'll String Along With You,""
4987,Fat Les,Jerusalem,""
4988,Slade,Darling Be Home Soon,""
4989,Nickelback,If Today Was Your Last Day,""
4990,Johnnie Ray,As Time Goes By,""
4991,The Rolling Stones,Salt Of The Earth,""
4992,Mercury Rev,The Dark Is Rising,""
4993,Panstwowy Ludowy Zespol Piesni I Tanca Mazowsze,Warsaw Polonaise,""
4994,Giuseppe Verdi,Rivedrai Le Foreste Imbalsamate (from Aida),Soloist: Brigit Nilsson Mario Sereni Orchestra: The Orchestra Of The Teatro Dell'opera Di Roma Conductor: Zubin Mehta
4995,Derek Mcculloch,Oranges And Lemons,Artist: Children's Chorus Orchestra
4996,Lata Mangeshkar,Gore Gore O Banke Chhore,""
4997,Gabriel Faure,"Apres Un Reve, Op. 7/1",Soloist: Pablo Casals
4998,Vincent Scotto,Sous Les Ponts De Paris,Soloist: Tino Rossi
4999,The Monks Of Quarr Abbey On The Isle Of Wight,Nunc Dimittis,""
5000,Siouxsie And The Banshees,Hong Kong Garden,""
5001,Louis Armstrong,We Have All The Time In The World,""
5002,The Mock Turtles,Wickerman,""
5003,Talking Heads,(nothing But) Flowers,""
5004,Happy Mondays,Hallelujah,""
5005,Joni Mitchell,California,""
5006,The Smiths,Panic,""
5007,Gerry Mulligan Quartet,What Is There To Say?,""
5008,Original Broadway Cast,Candide,""
5009,Laura Nyro,Emmie,""
5010,Johannes Brahms,Symphony No. 3 In F Major - 3rd Movement,Orchestra: The London Symphony Orchestra Conductor: Bernard Haitink
5011,Peter Gabriel Kate Bush,Don't Give Up,Artist: Kate Bush
5012,Francois-adrien Boieldieu,This Hand Is So Pretty,"Soloist: Erna Spoorenberg, Nicolai Gedda Orchestra: Chorus Orchestra Of Radio Hilversum Conductor: Jean Fournet"
5013,Django Reinhardt,Minor Swing,""
5014,Giacomo Puccini,Guardate! Pazzo Son (from Manon Lescaut),"Soloist: Benjamino Gigli, Giuseppe Noto Conductor: Umberto Berrettoni"
5015,Giuseppe Verdi,"Belli Di Gloria, Un Giorno (from Attila)","Soloist: Giorgio Zancanaro Orchestra: E Coro Del Teatro Alla Scala, Milano, Conductor: Riccardo Muti"
5016,Jules Massenet,Baigne D'eau Mes Mains (from Thais),"Soloist: Renee Fleming Thomas Hampson, With Choeur De L'opera De Bordeaux Orchestra: Orchestre National Bordeaux Aquitaine Conductor: Yves Abel"
5017,Godard-silvestre-capoul,The Lullaby Berceuse,Soloist: Andre D'arkor
5018,Maria Callas,Louise: Depuis Le Jour,""
5019,Nat Gonella,Isle Of Capri,""
5020,Ethel Merman Dick Haymes,You're Just In Love (from Call Me Madam),""
5021,Lee Wiley,Why Shouldn't I?,""
5022,Bobby Vinton,Blue Velvet,""
5023,Deanna Durbin,Spring Will Be A Little Late This Year,""
5024,Renee Fleming,The Very Ending Of Daphne,""
5025,Roxy Music,More Than This,""
5026,David Bowie,Five Years,""
5027,Nick Cave,Into My Arms,""
5028,The Clash,Police And Thieves,""
5029,Hattie Longfield,You Never Know,""
5030,Katrina And The Waves,Walking On Sunshine,""
5031,Radiohead,Creep,""
5032,Arcangelo Corelli,"The Adagio (from Concerto No.8 In G Minor, The Theme Music To Master Commander)",""
5033,Crash Test Dummies,Mmm Mmm Mmm Mmm,""
5034,Herb Alpert The Tijuana Brass,Spanish Flea,""
5035,Jim Henson,Rainbow Connection,""
5036,Johann Sebastian Bach,Sonata In D Minor,Soloist: Andreas Staier
5037,Jim Europe's 369th Us Infantry Band,Memphis Blues,""
5038,Henry Eccles,Sonata In A Minor For Double Bass And String Orchestra,Soloist: Massimo Giorgi Orchestra: I Solisti Aquilani Conductor: Vittorio Antonellini
5039,Antonio Vivaldi,"Cessate, Omai Cessate",Soloist: Andreas Scholl
5040,Hungarian Traditional Music,When The Cabbage Is Served,""
5041,George Elrick With Annie Shand Scott Her Band,Neeps Tae Pluck,""
5042,Mound City Blue Blowers,Hello Lola,""
5043,Joe Aitken,The Kelty Clippie,""
5044,Led Zeppelin,Kashmir,""
5045,Benny Goodman,"Sing, Sing, Sing",""
5046,Van Morrison,Domino,""
5047,The Who,Baba O'riley,""
5048,Miles Davis,All Blues,""
5049,Luciano Pavarotti,Donna Non Vidi Mai Simile A Questa!,""
5050,Jeff Beck,Nadia,""
5051,John Cleese Michael Palin,The Dead Parrot Sketch (from Monty Python's Flying Circus),""
5052,Sergey Vasilievich Rachmaninov,Piano Concerto No. 3 In D Minor - 3rd Movement,Soloist: E Kissin Orchestra: The Boston Symphony Orchestra Conductor: Seiji Ozawa
5053,Wolfgang Amadeus Mozart,Cosi Mi Narri? (from The Marriage Of Figaro),"Soloist: Kiri Te Kanawa, Lucia Popp"
5054,Jennifer Rush,Power Of Love,""
5055,Yves Montand,Barbara,""
5056,Frederic Chopin,"Polanaise In A Flat Major, Op. 53 'heroic'",Soloist: Witold Malcuzynski
5057,Ella Fitzgerald,Miss Otis Regrets,""
5058,Ludwig Van Beethoven,"String Quartet No. 13 In B Flat Major, Op 130 - 5th Movement",Orchestra: The Busch Quartet
5059,Sir John Betjeman,A Shropshire Lad,""
5060,George Malcolm,Bach Goes To Town,""
5061,Tino Rossi,Catari! Catari!,""
5062,Netania Davrath,Bailero,""
5063,Kurt Weill,Kleine Dreigroschenmusik (threepenny Opera Suite),""
5064,The Rolling Stones,Start Me Up,""
5065,Charles Aznavour,For Me... Formidable,""
5066,Dean Martin,Mambo Italiano,""
5067,Chris Potter,Yesterday,""
5068,Original Broadway Cast,Sunset Boulevard,""
5069,Stevie Wonder,You And I,""
5070,Fred Astaire,Things Are Looking Up,""
5071,Josef Suk,Love Song,Soloist: Ruggiero Ricci Noriko Shiozaki
5072,Randolph Sutton,On Mother Kelly's Doorstep,""
5073,Franz Schubert,Der Leiermann (the Organgrinder)( From Winterreise),Soloist: Peter Anders With Michael Raucheisen
5074,Francis Poulenc,Flute Sonata - 2nd Movement,Soloist: Patrick Gallois
5075,Mischa Spoliansky,Auf Wiedersehen,Artist: Felix Joachimson
5076,Frederick Delius,"They Are Not Long, The Weeping And The Laughter (from Songs Of Sunset)","Soloist: Nancy Evans, Redvers Llewellyn Choir: Bbc Chorus Orchestra: London Philharmonic Orchestra Conductor: Sir Thomas Beecham"
5077,Gertrude Lawrence,My Ship,""
5078,Percy Grainger,Shallow Brown,Soloist: John Shirley-quirk Choir: Ambrosian Singers
5079,Webster Booth John Cockerill,The Faery Song (from The Immortal Hour),""
5080,Groucho Marx,Show Me A Rose,""
5081,Arthur Honegger,Symphony No. 2 For Strings And Trumpet,L'orchestre De La Suisse Romande
5082,Lee Wiley,Manhattan,""
5083,Gary Miller,The Way You Look Tonight,""
5084,Mario Castelnuovo-tedesco,"Concerto No 1 In D, Opus 99",Soloist: John Williams Orchestra: The English Chamber Orchestra Conductor: Sir Charles Groves
5085,Tommy Dorsey,All I Remember Is You,""
5086,Jean Sibelius,Symphony No. 5 In E Flat Major - 3rd Movement,Orchestra: The Gothenburg Symphony Orchestra Conductor: Neeme Jarvi
5087,Boz Scaggs,Just Go,Artist: Michael Rodriguez
5088,Maurice Ravel,Piano Concerto In G Major - 2nd Movement,Soloist: Werner Haas Orchestra: Orchestre National De L'opera De Monte-carlo Conductor: Alceo Galliera
5089,The Beatles,Can't Buy Me Love,""
5090,Charles Trenet Orchestra,En Quittant La Ville,""
5091,Steely Dan,Rose Darling,""
5092,Joni Mitchell,Help Me,""
5093,Miles Davis,Miles,""
5094,"Orchestra Baobab, Ndiouga Dieng",Boulmamine,""
5095,Burning Spear,Lion,""
5096,Otis Redding,Amen,""
5097,Bebe Manga,Ame,""
5098,Johnny Hallyday,Noir C'est Noir,""
5099,Kaouding Cissoko,Senegal-mauritanie,""
5100,Ella Fitzgerald,Summertime (from Porgy Bess),""
5101,Camille Saint-saens,Danse Macabre,Orchestra: Philharmonia Orchestra Conductor: Charles Dutoit
5102,John Mayer,Why Georgia,"Artist: David Labruyere, Nir Z, Brandon Bush, Clay Cook, Doug Derryberry, John Alagia"
5103,Paul Simon,Hearts And Bones,""
5104,Eagles,New Kid In Town,""
5105,The Who,Won't Get Fooled Again,""
5106,Sting,Fields Of Gold,""
5107,Ella Fitzgerald,Imagine My Frustration,Artist: Duke Ellington His Orchestra
5108,Pyotr Ilyich Tchaikovsky,Andante Cantabile,"Soloist: Itzhak Perlman, Janet Goodman Guiggenheim"
5109,Tommy Watt And His Orchestra,Louise,""
5110,Frank Sinatra,Learnin' The Blues (with The Count Basie Band),""
5111,Nat King Cole,Love,""
5112,Jc Jamma,Dump Truck Baby,""
5113,The D'oyly Carte Opera Company,Painted Emblems (from Gilbert And Sullivan's Ruddigore),""
5114,The Regimental Band Of The Coldstream Guards,The Whistler And His Dog,""
5115,Pyotr Ilyich Tchaikovsky/schmid,"Quartet No 1 In D Major - Andante Cantabile (from Quartet No 1 In D Major, Opus 11)",Orchestra: Bbc Symphony Orchestra Conductor: Malcolm Sargent
5116,Tommy Watt And His Orchestra,Sugar Mixture,""
5117,Frank Sinatra,"Baubles, Bangles And Beads",""
5118,Sammy Davis Jr.,On A Slow Boat To China,""
5119,Count Basie His Orchestra,April In Paris,""
5120,Billy May His Orchestra,Let's Put Out The Lights And Go To Sleep,""
5121,Nat King Cole,The Party's Over,""
5122,Bjork,So Broken,""
5123,The Smiths,"Please, Please, Please Let Me Get What I Want",""
5124,Pet Shop Boys,Later Tonight,""
5125,The Velvet Underground,Sunday Morning,""
5126,Nick Cave The Bad Seeds,Into My Arms,""
5127,Bob Dylan,You're A Big Girl Now,""
5128,Sinead O'connor,You Do Something To Me,""
5129,Johnny Cash,I Still Miss Someone,""
5130,Christopher Gunning,The Theme To Poirot,""
5131,Frankie Vaughan,You'll Never Walk Alone,""
5132,Paul Elliott,Planctus David,""
5133,Gary Burton And Chick Corea,I'm Your Pal,""
5134,Franz Schubert,Das Wirthaus (the Tavern) (from Winterreise),"Soloist: Dietrich Fischer Dieskau, Gerald Moore"
5135,Frederic Chopin,"Polonaise In C Sharp Minor, Op. 26/1",Soloist: Maurizio Pollini
5136,Stevie Wonder,Sir Duke,""
5137,Claude Debussy,Beau Soir,"Soloist: Gerard Souzay, Dalton Baldwin"
5138,Chick Corea,Love Castle,""
5139,Bobby Darin,Mack The Knife,""
5140,Sir William Walton,Battle Of Agincourt (from Henry V),Soloist: Sir Laurence Olivier Orchestra: The Philharmonia Orchestra Conductor: Sir William Walton
5141,Ralph Vaughan Williams,Seventeen Come Sunday (from English Folk Song Suite),Orchestra: The Royal Liverpool Philharmonic Orchestra Conductor: Vernon Handley
5142,Edith Piaf,Le Ca Ira,""
5143,Cleo Laine,Let's Slip Away,""
5144,George Frideric Handel,Where'er You Walk (from Semele),Soloist: Bryn Terfel
5145,Johann Sebastian Bach,St Matthew Passion - Am Abend,Soloist: Paul Vincent Orchestra: The Prague Philharmonia Orchestra Conductor: James Sedares
5146,Ludwig Van Beethoven,Piano Sonata No. 23 In F Minor 'appassionata' - 3rd Movement,Soloist: Claudio Arrau
5147,Ludwig Van Beethoven,Piano Concerto No. 1 In C Major - 1st Movement,Soloist: Murray Perahia Orchesta: The Concertgebouw Orchestra Of Amsterdam Conductor: Bernard Haitink
5148,Luciano Pavarotti,A Vucchella (a Sweet Mouth),""
5149,Members Of The French Foreign Legion,Eugenie,""
5150,Frederic Chopin,Piano Concerto No. 2 In F Minor - 2nd Movement,Soloist: Idil Biret Orchestra: Czecho-slovak State Philharmonic Orchestra Conductor: Robert Stankovsky
5151,Bob Marley,Three Little Birds,""
5152,Callum Kennedy,The Green Glens Of Antrim,""
5153,Slade,Cum On Feel The Noize,""
5154,The Undertones,Get Over You,""
5155,Vernon Midgley,Hear My Song,""
5156,Van Morrison,The Way Young Lovers Do,""
5157,Laura Marling,Failure,""
5158,Roy Orbison,Blue Bayou,""
5159,John Williams,Cavatina (from The Deer Hunter),""
5160,Aaron Copland,El Salon Mexico,Orchestra: New York Philharmonic Conductor: Leonard Bernstein
5161,Benjamin Britten,Fanfare For St Edmundsbury,Orchestra: The Philip Jones Brass Ensemble
5162,Olivier Messiaen,Turangalila Symphony - 5th Movement,Orchestra: The City Of Birmingham Symphony Orchestra Conductor: Sir Simon Rattle
5163,Bela Bartok,Look My Castle Gleams And Brightens (from Duke Bluebeard's Castle),Soloist: Eve Marton Samuel Ramey Orchestra: The Hungarian State Orchestra Conductor: Adam Fischer
5164,Dmitri Shostakovich,String Quartet No. 8 In C Minor - 2nd Movement,Orchestra: The Brodsky Quartet
5165,George Frideric Handel,The Many Rend The Skies (from Alexander's Feast),Choir: The Bach Choir Of Stockholm Orchestra: Concentus Musicus Of Vienna Conductor: Nikolaus Harnoncourt
5166,Marc Bolan,Children Of The Revolution,""
5167,Pee Wee Hunt,Twelfth Street Rag,""
5168,Elvis Presley,How Great Thou Art,""
5169,Grateful Dead,Uncle John's Band,""
5170,Bob Dylan,I Threw It All Away,""
5171,The Smiths,Stop Me If You Think You've Heard This One Before,""
5172,The Stone Roses,Waterfall,""
5173,Coldplay,The Scientist,""
5174,P!nk,Get The Party Started,""
5175,Phil Collins,Another Day In Paradise,""
5176,Ungar Mason,The Ashokan Farewell,""
5177,Kiri Te Kanawa,Un Bel Di - One Fine Day,""
5178,Mundy - Turner,Stealing My Democracy,""
5179,Dire Straits,Brothers In Arms,""
5180,Sir Charles Villiers Stanford,Drake's Drum From Songs Of The Sea,Soloist: Thomas Allen Orchestra: London Philharmonic Orchestra Choir Conductor: Roger Norrington
5181,Bob Dylan,Ain't Talkin',""
5182,Norma Waterson,Anna Dixie,""
5183,Dame Janet Baker,Come Sing And Dance,""
5184,Ella Fitzgerald,I Didn't Know What Time It Was,""
5185,Wolfgang Amadeus Mozart,Countessa's Aria (from The Marriage Of Figaro),Soloist: Gundula Janowitz
5186,Ludwig Van Beethoven,"Piano Sonata No. 31 In A Flat Major, Op. 110 - 3rd Movement",Soloist: Artur Schnabel
5187,Bob Dylan,"Don't Think Twice, It's All Right",""
5188,Benjamin Britten,"Now, Until The Break Of Day (from A Midsummer Night's Dream)","Soloist: Alfred Deller, Peter Pears Conductor: Benjamin Britten"
5189,Robert Schumann,The Opening Of Schumann's Piano Quintet In E Flat,Orchestra: The Beaux Arts Trio
5190,Thomas Ades,The Quintet From The End Of Thomas Ades's Opera The Tempest - 2007,Orchestra: Members Of The Royal Opera House
