34,"Emma Thompson",http://en.wikipedia.org/wiki/Emma_Thompson,female,"Stage, Screen and RadioWritingActorPlaywright or ScreenwriterComedy Performer"
35,"Maggie Aderin-Pocock",http://en.wikipedia.org/wiki/Maggie_Aderin-Pocock,female,"Medicine, Science and EngineeringScience"
36,"June Spencer",http://en.wikipedia.org/wiki/June_Spencer,female,"Stage, Screen and RadioActor"
37,"Mary Beard",http://en.wikipedia.org/wiki/Mary_Beard_(classicist),female,"Academia and Education"
38,"Mary Portas",http://en.wikipedia.org/wiki/Mary_Portas,female,"BusinessStage, Screen and RadioBroadcasting"
39,"Rt Hon Baroness Scotland",http://en.wikipedia.org/wiki/Baroness_Scotland,female,"Politics and Public ServiceMilitary and LawPoliticsLawyer"
40,"Julia Donaldson",http://en.wikipedia.org/wiki/Julia_Donaldson,female,"WritingChildren's Books"
41,"Dame Ellen MacArthur",http://en.wikipedia.org/wiki/Dame_Ellen_MacArthur,female,"SportWater SportsSailing"
42,"Dame Joan Bakewell",http://en.wikipedia.org/wiki/Joan_Bakewell,female,"Stage, Screen and RadioWritingBroadcastingJournalism"
43,"Arlene Phillips",http://en.wikipedia.org/wiki/Arlene_Phillips,female,"Stage, Screen and RadioDance"
44,"Countess Caroline Of Cranbrook",NA,female,"Politics and Public ServiceCampaigner"
45,"Whoopi Goldberg",http://en.wikipedia.org/wiki/Whoopi_Goldberg,female,"Stage, Screen and RadioComedy PerformerActor"
46,"Athene Donald",http://en.wikipedia.org/wiki/Athene_Donald,female,"Medicine, Science and EngineeringScience"
47,"Professor Dame Kay Davies",http://en.wikipedia.org/wiki/Kay_Davies,female,"Medicine, Science and EngineeringScience"
48,"Ruth Padel",http://en.wikipedia.org/wiki/Ruth_Padel,female,WritingPoetry
49,"Baroness Haleh Afshar",http://en.wikipedia.org/wiki/Haleh_Afshar,female,"Academia and EducationPolitics and Public ServicePolitics"
50,"Janet Street-Porter",http://en.wikipedia.org/wiki/Janet_Street-Porter,female,"Stage, Screen and RadioWritingBroadcastingJournalismProducer"
51,"Shami Chakrabarti",http://en.wikipedia.org/wiki/Shami_Chakrabarti,female,"Politics and Public ServiceCampaigner"
52,"Miriam Margolyes",http://en.wikipedia.org/wiki/Miriam_Margolyes,female,"Stage, Screen and RadioActor"
53,"Ruthie Henshall",http://en.wikipedia.org/wiki/Ruthie_Henshall,female,"MusicStage, Screen and RadioMusicalsActor"
54,"Lady Antonia Fraser",http://en.wikipedia.org/wiki/Antonia_Fraser,female,"WritingAcademia and EducationNovelistHistory"
55,"Felicity Lott",http://en.wikipedia.org/wiki/Felicity_Lott,female,"MusicClassical Music"
56,"Posy Simmonds",http://en.wikipedia.org/wiki/Posy_Simmonds,female,"Art, Fashion and DesignArt"
57,"Diane Abbott MP",http://en.wikipedia.org/wiki/Diane_Abbott,female,"Politics and Public ServicePolitics"
58,"Annie Lennox",http://en.wikipedia.org/wiki/Annie_Lennox,female,"MusicPop and Rock"
59,"Penelope Wilton",http://en.wikipedia.org/wiki/Penelope_Wilton,female,"Stage, Screen and RadioActor"
60,"Liz Smith",http://en.wikipedia.org/wiki/Liz_Smith_(actress),female,"Stage, Screen and RadioActor"
61,"Dame Beryl Bainbridge",http://en.wikipedia.org/wiki/Beryl_Bainbridge,female,"WritingStage, Screen and RadioNovelist"
62,"Karren Brady",http://en.wikipedia.org/wiki/Karren_Brady,female,Business
63,"Victoria Wood",http://en.wikipedia.org/wiki/Victoria_Wood,female,"Stage, Screen and RadioMusicComedy Performer"
64,"Eliza Manningham-Buller",http://en.wikipedia.org/wiki/Eliza_Manningham-Buller,female,"Politics and Public ServicePublic Servant"
65,"Jill Balcon",http://en.wikipedia.org/wiki/Jill_Balcon,female,"Stage, Screen and RadioActor"
66,"Nicola Horlick",http://en.wikipedia.org/wiki/Nicola_Horlick,female,Business
67,"Wangari Maathai",http://en.wikipedia.org/wiki/Wangari_Maathai,female,"Politics and Public ServicePrizewinner or Record BreakerCampaigner"
68,"Yoko Ono",http://en.wikipedia.org/wiki/Yoko_Ono,female,"Art, Fashion and DesignMusicArtPop and Rock"
69,"Joanna Lumley",http://en.wikipedia.org/wiki/Joanna_Lumley,female,"Stage, Screen and RadioActor"
70,"Jo Brand",http://en.wikipedia.org/wiki/Jo_Brand,female,"Stage, Screen and RadioComedy Performer"
71,"Ann Daniels",NA,female,"Travel and ExplorationExplorer"
72,"Edna O'Brien",http://en.wikipedia.org/wiki/Edna_O%27Brien,female,WritingNovelist
73,"Lady Natasha Spender",http://en.wikipedia.org/wiki/Natasha_Spender,female,"MusicClassical MusicPianist"
74,"Gloria Hunniford",http://en.wikipedia.org/wiki/Gloria_Hunniford,female,"Stage, Screen and RadioBroadcasting"
75,"Camila Batmanghelidjh",http://en.wikipedia.org/wiki/Camila_Batmanghelidjh,female,"Politics and Public ServiceCampaigner"
76,"Jane Horrocks",http://en.wikipedia.org/wiki/Jane_Horrocks,female,"Stage, Screen and RadioActor"
77,"Dame Joan Plowright",http://en.wikipedia.org/wiki/Joan_Plowright,female,"Stage, Screen and RadioActor"
78,"Dr Hanna Segal",http://en.wikipedia.org/wiki/Hanna_Segal,female,"Medicine, Science and EngineeringMedicine"
79,"Darcey Bussell",http://en.wikipedia.org/wiki/Darcey_Bussell,female,"Stage, Screen and RadioDance"
80,"Rachel Whiteread",http://en.wikipedia.org/wiki/Rachel_Whiteread,female,"Art, Fashion and DesignArt"
81,"Karen Armstrong",http://en.wikipedia.org/wiki/Karen_Armstrong,female,"WritingAcademia and Education"
82,"Shirley Williams",http://en.wikipedia.org/wiki/Shirley_Williams,female,"Politics and Public ServiceWritingPolitics"
83,"Kelly Holmes",http://en.wikipedia.org/wiki/Kelly_Holmes,female,"SportPrizewinner or Record BreakerAthletics"
84,"Maggi Hambling",http://en.wikipedia.org/wiki/Maggi_Hambling,female,"Art, Fashion and DesignArt"
85,"Renee Fleming",http://en.wikipedia.org/wiki/Ren%C3%A9e_Fleming,female,"MusicClassical MusicOpera"
86,"Jacqueline Wilson",http://en.wikipedia.org/wiki/Jacqueline_Wilson,female,"WritingChildren's Books"
87,"Brenda Blethyn",http://en.wikipedia.org/wiki/Brenda_Blethyn,female,"Stage, Screen and RadioActor"
88,"Ruby Wax",http://en.wikipedia.org/wiki/Ruby_Wax,female,"Stage, Screen and RadioBroadcastingComedy Performer"
89,"Betsy Blair",http://en.wikipedia.org/wiki/Betsy_Blair,female,"Stage, Screen and RadioActor"
90,"Imelda Staunton",http://en.wikipedia.org/wiki/Imelda_Staunton,female,"Stage, Screen and RadioActor"
91,"Josephine Cox",http://en.wikipedia.org/wiki/Josephine_Cox,female,WritingNovelist
92,"Katharine Whitehorn",http://en.wikipedia.org/wiki/Katharine_Whitehorn,female,WritingJournalism
93,"Yvonne Brewster",http://en.wikipedia.org/wiki/Yvonne_Brewster,female,"Stage, Screen and RadioDirectorTheatre"
94,"Alison Richard",http://en.wikipedia.org/wiki/Alison_Richard,female,"Academia and EducationMedicine, Science and EngineeringScience"
95,"Sam Taylor-Wood",http://en.wikipedia.org/wiki/Sam_Taylor-Wood,female,"Art, Fashion and DesignStage, Screen and RadioArtFilmmakerPhotography"
96,"Kim Cattrall",http://en.wikipedia.org/wiki/Kim_Cattrall,female,"Stage, Screen and RadioActor"
97,"Tracey Emin",http://en.wikipedia.org/wiki/Tracey_Emin,female,"Art, Fashion and DesignArt"
98,"Ann Leslie",http://en.wikipedia.org/wiki/Ann_Leslie,female,WritingJournalism
99,"Anne Scott James",http://en.wikipedia.org/wiki/Anne_Scott_James,female,"WritingNature and ConservationJournalismGardening"
100,"Virginia McKenna",http://en.wikipedia.org/wiki/Virginia_McKenna,female,"Stage, Screen and RadioPolitics and Public ServiceActor"
101,"Diana Athill",http://en.wikipedia.org/wiki/Diana_Athill,female,WritingEditor
102,"Karan Bilimoria",http://en.wikipedia.org/wiki/Karan_Bilimoria,female,Business
103,"Geraldine James",http://en.wikipedia.org/wiki/Geraldine_James,female,"Stage, Screen and RadioActor"
104,"U A Fanthorpe",http://en.wikipedia.org/wiki/U._A._Fanthorpe,female,WritingPoetry
105,"Angela Gheorghiu",http://en.wikipedia.org/wiki/Angela_Gheorghiu,female,"MusicClassical MusicOpera"
106,"Judith Kerr",http://en.wikipedia.org/wiki/Judith_Kerr,female,"WritingArt, Fashion and DesignArt"
107,"Sister Frances Dominica",http://en.wikipedia.org/wiki/Sister_Frances_Dominica_Ritchie,female,"Religion and PhilosophyPolitics and Public ServiceReligionCampaigner"
108,"Martha Lane Fox",http://en.wikipedia.org/wiki/Martha_Lane_Fox,female,BusinessEntrepreneur
109,"Emmylou Harris",http://en.wikipedia.org/wiki/Emmy_Lou_Harris,female,"MusicPop and Rock"
110,"Pat Barker",http://en.wikipedia.org/wiki/Pat_Barker,female,"WritingPrizewinner or Record BreakerNovelist"
111,"Nigella Lawson",http://en.wikipedia.org/wiki/Nigella_Lawson,female,"WritingStage, Screen and RadioFood and DrinkFood and Drink WritingBroadcasting"
112,"Barbara Taylor Bradford",http://en.wikipedia.org/wiki/Barbara_Taylor_Bradford,female,WritingNovelist
113,"Meera Syal",http://en.wikipedia.org/wiki/Meera_Syal,female,"Stage, Screen and RadioWritingActor"
114,"Margaret Atwood",http://en.wikipedia.org/wiki/Margaret_Atwood,female,"WritingPrizewinner or Record Breaker"
115,"Kristin Scott Thomas",http://en.wikipedia.org/wiki/Kristin_Scott_Thomas,female,"Stage, Screen and RadioActor"
116,"Cornelia Parker",http://en.wikipedia.org/wiki/Cornelia_Parker,female,"Art, Fashion and DesignArt"
117,"Gillian Anderson",http://en.wikipedia.org/wiki/Gillian_Anderson,female,"Stage, Screen and RadioActor"
118,"Patricia Cornwell",http://en.wikipedia.org/wiki/Patricia_Cornwell,female,"WritingCrime Writing"
119,"Sinead Cusack",http://en.wikipedia.org/wiki/Sin%C3%A9ad_Cusack,female,"Stage, Screen and RadioActor"
120,"Marguerite Wolff",NA,female,"MusicClassical MusicPianist"
121,"P D James",http://en.wikipedia.org/wiki/P._D._James,female,"WritingCrime Writing"
122,"Dame Alicia Markova",http://en.wikipedia.org/wiki/Alicia_Markova,female,"Stage, Screen and RadioDance"
123,"Minette Walters",http://en.wikipedia.org/wiki/Minette_Walters,female,"WritingCrime Writing"
124,"Countess Elizabeth Longford","http://en.wikipedia.org/wiki/Elizabeth_Pakenham,_Countess_of_Longford",female,"WritingAcademia and Education"
125,"Jan Morris",http://en.wikipedia.org/wiki/Jan_Morris,female,Writing
126,"Sue Johnston",http://en.wikipedia.org/wiki/Sue_Johnston,female,"Stage, Screen and RadioActor"
127,"Jude Kelly",http://en.wikipedia.org/wiki/Jude_Kelly,female,"Stage, Screen and RadioDirectorTheatre"
128,"Betty Jackson",http://en.wikipedia.org/wiki/Betty_Jackson,female,"Art, Fashion and DesignFashion"
129,"Fiona Reynolds",http://en.wikipedia.org/wiki/Fiona_Reynolds,female,"Politics and Public ServiceCampaigner"
130,"Dorothy Rowe",http://en.wikipedia.org/wiki/Dorothy_Rowe,female,"Medicine, Science and EngineeringWritingScienceMedicine"
131,"Fay Godwin",http://en.wikipedia.org/wiki/Fay_Godwin,female,"Art, Fashion and DesignPhotography"
132,"Dame Beryl Grey",http://en.wikipedia.org/wiki/Dame_Beryl_Greyhttp://en.wikipedia.org/wiki/Beryl_Grey,female,"Stage, Screen and RadioDance"
133,"Sue MacGregor",http://en.wikipedia.org/wiki/Sue_MacGregor,female,"Stage, Screen and RadioBroadcasting"
134,"Phyllis Sellick",http://en.wikipedia.org/wiki/Phyllis_Sellick,female,"MusicClassical Music"
135,"Susana Walton",http://en.wikipedia.org/wiki/Susana_Walton,female,"Nature and ConservationGardening"
136,"Anne Fine",http://en.wikipedia.org/wiki/Anne_Fine,female,"WritingChildren's Books"
137,"Claudia Roden",http://en.wikipedia.org/wiki/Claudia_Roden,female,"WritingFood and DrinkFood and Drink Writing"
138,"Peggy Seeger",http://en.wikipedia.org/wiki/Peggy_Seeger,female,"MusicFolk Music"
139,"Margaret Drabble",http://en.wikipedia.org/wiki/Margaret_Drabble,female,Writing
140,"Tasmin Little",http://en.wikipedia.org/wiki/Tasmin_Little,female,"MusicClassical MusicString Player"
141,"Tanni Grey Thompson","http://en.wikipedia.org/wiki/Tanni_Grey-Thompson,_Baroness_Grey-Thompson",female,"SportPrizewinner or Record Breaker"
142,"Shirley Hughes",http://en.wikipedia.org/wiki/Shirley_Hughes,female,"WritingArt, Fashion and DesignChildren's BooksArt"
143,"Marguerite Patten",http://en.wikipedia.org/wiki/Marguerite_Patten,female,"WritingFood and DrinkFood and Drink Writing"
144,"Professor Jocelyn Bell Burnell",http://en.wikipedia.org/wiki/Jocelyn_Bell_Burnell,female,"Medicine, Science and EngineeringScience"
145,"Tina Brown",http://en.wikipedia.org/wiki/Tina_Brown,female,WritingJournalismEditor
146,"J K Rowling",http://en.wikipedia.org/wiki/J._K._Rowling,female,"WritingChildren's Books"
147,"Dame Norma Major",http://en.wikipedia.org/wiki/Norma_Major,female,Writing
148,"Kathleen Turner",http://en.wikipedia.org/wiki/Kathleen_Turner,female,"Stage, Screen and RadioActor"
149,"Claire Tomalin",http://en.wikipedia.org/wiki/Claire_Tomalin,female,WritingJournalism
150,"Sheila Hancock",http://en.wikipedia.org/wiki/Sheila_Hancock,female,"Stage, Screen and RadioActor"
151,"Dr Jane Goodall",http://en.wikipedia.org/wiki/Jane_Goodall,female,"Medicine, Science and EngineeringNature and ConservationScienceNaturalist"
152,"Clarissa Dickson Wright",http://en.wikipedia.org/wiki/Clarissa_Dickson_Wright,female,"Food and DrinkStage, Screen and RadioChefBroadcasting"
153,"Rita Dove",http://en.wikipedia.org/wiki/Rita_Dove,female,WritingPoetry
154,"Patricia Routledge",http://en.wikipedia.org/wiki/Patricia_Routledge,female,"Stage, Screen and RadioMusicActor"
155,"Rt Hon Ann Widdecombe MP",http://en.wikipedia.org/wiki/Anne_Widdecombe,female,"Politics and Public ServicePolitics"
156,"Helen Bamber",http://en.wikipedia.org/wiki/Helen_Bamber,female,"Medicine, Science and EngineeringPolitics and Public ServiceScienceCampaignerMedicine"
157,"Luise Rainer",http://en.wikipedia.org/wiki/Luise_Rainer,female,"Stage, Screen and RadioActor"
158,"Rt Hon Mo Mowlam MP",http://en.wikipedia.org/wiki/Mo_Mowlam,female,"Politics and Public ServicePolitics"
159,"Maria Ewing",http://en.wikipedia.org/wiki/Maria_Ewing,female,"MusicClassical MusicOpera"
160,"Nina Cassian",http://en.wikipedia.org/wiki/Nina_Cassian,female,WritingPoetry
161,"Ruth Prawer Jhabvala",http://en.wikipedia.org/wiki/Ruth_Prawer_Jhabvala,female,"WritingNovelistPlaywright or Screenwriter"
162,"Claire Hollingworth",http://en.wikipedia.org/wiki/Clare_Hollingworth,female,WritingJournalism
163,"Eileen Atkins",http://en.wikipedia.org/wiki/Eileen_Atkins,female,"Stage, Screen and RadioActor"
164,"Nicole Kidman",http://en.wikipedia.org/wiki/Nicole_Kidman,female,"Stage, Screen and RadioActor"
165,"Lucy Gannon",http://en.wikipedia.org/wiki/Lucy_Gannon,female,"Stage, Screen and RadioWritingTheatrePlaywright or Screenwriter"
166,"Sybille Bedford",http://en.wikipedia.org/wiki/Sybille_Bedford,female,WritingJournalismNovelist
167,"Susan Blackmore",http://en.wikipedia.org/wiki/Susan_Blackmore,female,"Academia and EducationMedicine, Science and EngineeringMedicine"
168,"Judi Dench",http://en.wikipedia.org/wiki/Judi_Dench,female,"Stage, Screen and RadioActor"
169,"Alice Thomas Ellis",http://en.wikipedia.org/wiki/Alice_Thomas_Ellis,female,WritingNovelist
170,"Helena Kennedy QC","http://en.wikipedia.org/wiki/Helena_Kennedy,_Baroness_Kennedy_of_The_Shaws",female,"Military and LawLawyer"
171,"Glenda Jackson MP",http://en.wikipedia.org/wiki/Glenda_Jackson,female,"Politics and Public ServiceStage, Screen and RadioPoliticsActor"
172,"Paula Rego",http://en.wikipedia.org/wiki/Paula_Rego,female,"Art, Fashion and DesignArt"
173,"Thelma Holt",http://en.wikipedia.org/wiki/Thelma_Holt,female,"Stage, Screen and RadioTheatreProducer"
174,"Rose Tremain",http://en.wikipedia.org/wiki/Rose_Tremain,female,WritingNovelist
175,"Ursula Owen",http://en.wikipedia.org/wiki/Ursula_Owen,female,WritingEditorPublishing
176,"Cleo Laine",http://en.wikipedia.org/wiki/Cleo_Laine,female,MusicJazz
177,"Christina Noble",http://en.wikipedia.org/wiki/Christina_Noble,female,"Politics and Public ServiceCampaigner"
178,"Joanna MacGregor",http://en.wikipedia.org/wiki/Joanna_MacGregor,female,"MusicClassical MusicPianist"
179,"Sian Phillips",http://en.wikipedia.org/wiki/Sian_Phillips,female,"Stage, Screen and RadioActor"
180,"Virginia Ironside",http://en.wikipedia.org/wiki/Virginia_Ironside,female,WritingJournalism
181,"Nina Campbell",http://en.wikipedia.org/wiki/Nina_Campbell,female,"Art, Fashion and DesignDesign"
182,"Dr Susan Greenfield","http://en.wikipedia.org/wiki/Susan_Greenfield,_Baroness_Greenfield",female,"Academia and EducationWritingMedicine, Science and EngineeringScience"
183,"Irene Thomas",http://en.wikipedia.org/wiki/Irene_Thomas,female,"Stage, Screen and Radio"
184,"Jennifer Saunders",http://en.wikipedia.org/wiki/Jennifer_Saunders,female,"Stage, Screen and RadioComedy PerformerActor"
185,"Tessa Sanderson",http://en.wikipedia.org/wiki/Tessa_Sanderson,female,"SportPrizewinner or Record BreakerAthletics"
186,"Jancis Robinson",http://en.wikipedia.org/wiki/Jancis_Robinson,female,"WritingFood and DrinkFood and Drink Writing"
187,"Rumer Godden",http://en.wikipedia.org/wiki/Rumer_Godden,female,Writing
188,"Fran Landesman",http://en.wikipedia.org/wiki/Fran_Landesman,female,"WritingMusicPoetryComposer or Lyricist"
189,"Anita Lasker-Wallfisch",http://en.wikipedia.org/wiki/Anita_Lasker-Wallfisch,female,"MusicClassical MusicString Player"
190,"Peggy Mount",http://en.wikipedia.org/wiki/Peggy_Mount,female,"Stage, Screen and RadioActor"
191,"Gerry Robinson",http://en.wikipedia.org/wiki/Gerry_Robinson,female,Business
192,"Janet Holmes a Court",http://en.wikipedia.org/wiki/Janet_Holmes_%C3%A0_Court,female,Business
193,"Pauline Quirke",http://en.wikipedia.org/wiki/Pauline_Quirke,female,"Stage, Screen and RadioActor"
194,"Mitsuko Uchida",http://en.wikipedia.org/wiki/Mitsuko_Uchida,female,"MusicClassical MusicPianist"
195,"Kyra Vayne",http://en.wikipedia.org/wiki/Kyra_Vayne,female,"MusicClassical MusicOpera"
196,"Susan Hill",http://en.wikipedia.org/wiki/Susan_Hill,female,WritingNovelist
197,"Eve Arnold",http://en.wikipedia.org/wiki/Eve_Arnold,female,"WritingArt, Fashion and DesignJournalismPhotography"
198,"Chili Bouchier",http://en.wikipedia.org/wiki/Chili_Bouchier,female,"Stage, Screen and RadioActor"
199,"Lady Margaret Tebbit",NA,female,"Politics and Public ServicePolitics"
200,"Petula Clark",http://en.wikipedia.org/wiki/Petula_Clark,female,"MusicStage, Screen and RadioPop and Rock"
201,"Barbara Dickson",http://en.wikipedia.org/wiki/Barbara_Dickson,female,"MusicStage, Screen and RadioPop and RockActor"
202,"Alison Steadman",http://en.wikipedia.org/wiki/Alison_Steadman,female,"Stage, Screen and RadioActor"
203,"Rt Hon Gillian Shephard MP","http://en.wikipedia.org/wiki/Gillian_Shephard,_Baroness_Shephard_of_Northwold",female,"Politics and Public ServicePolitics"
204,"Elizabeth Jane Howard",http://en.wikipedia.org/wiki/Elizabeth_Jane_Howard,female,WritingNovelist
205,"Jenny Pitman",http://en.wikipedia.org/wiki/Jenny_Pitman,female,"SportHorse Racing"
206,"Wendy Richard",http://en.wikipedia.org/wiki/Wendy_richard,female,"Stage, Screen and RadioActor"
207,"Marianne Faithfull",http://en.wikipedia.org/wiki/Marianne_Faithfull,female,"MusicStage, Screen and RadioPop and RockActor"
208,"Nina Bawden",http://en.wikipedia.org/wiki/Nina_Bawden,female,WritingNovelist
209,"Patricia Hodge",http://en.wikipedia.org/wiki/Patricia_Hodge,female,"Stage, Screen and RadioActor"
210,"Penelope Hobhouse",http://en.wikipedia.org/wiki/Penelope_Hobhouse,female,"Nature and ConservationGardening"
211,"Margaret Forster",http://en.wikipedia.org/wiki/Margaret_Forster,female,WritingNovelist
212,"Glenys Kinnock",http://en.wikipedia.org/wiki/Glenys_Kinnock,female,"Politics and Public ServicePolitics"
213,"Kathleen Hale",http://en.wikipedia.org/wiki/Kathleen_Hale,female,"WritingArt, Fashion and DesignChildren's BooksArt"
214,"Lynda La Plante",http://en.wikipedia.org/wiki/Lynda_La_Plante,female,"WritingPlaywright or Screenwriter"
215,"Jeanette Winterson",http://en.wikipedia.org/wiki/Jeanette_Winterson,female,"WritingPrizewinner or Record BreakerNovelist"
216,"Mary Stott",http://en.wikipedia.org/wiki/Mary_Stott,female,"WritingPolitics and Public ServiceJournalismCampaigner"
217,"Joanna Trollope",http://en.wikipedia.org/wiki/Joanna_Trollope,female,WritingNovelist
218,"Zoe Wanamaker",http://en.wikipedia.org/wiki/Zo%C3%AB_Wanamaker,female,"Stage, Screen and RadioActor"
219,"Britt Ekland",http://en.wikipedia.org/wiki/Britt_Ekland,female,"Stage, Screen and RadioActor"
220,"Kate Adie",http://en.wikipedia.org/wiki/Kate_Adie,female,"Stage, Screen and RadioWritingBroadcastingJournalism"
221,"Christina Dodwell",http://en.wikipedia.org/wiki/Christina_Dodwell,female,"Travel and ExplorationExplorer"
222,"Frances Partridge",http://en.wikipedia.org/wiki/Frances_Partridge,female,Writing
223,"Rosemary Verey",http://en.wikipedia.org/wiki/Rosemary_Verey,female,"Nature and ConservationGardening"
224,"Dame Cicely Saunders",http://en.wikipedia.org/wiki/Cicely_Saunders,female,"Politics and Public ServiceMedicine, Science and EngineeringCampaignerMedicine"
225,"Doris Lessing",http://en.wikipedia.org/wiki/Doris_Lessing,female,WritingNovelist
226,"Shirley Anne Field",http://en.wikipedia.org/wiki/Shirley_Anne_Field,female,"Stage, Screen and RadioActor"
227,"Sybil Marshall",http://en.wikipedia.org/wiki/Sybil_Marshall,female,WritingNovelist
228,"Lesley Garrett",http://en.wikipedia.org/wiki/Lesley_Garrett,female,"MusicClassical MusicOpera"
229,"Rt Hon Virginia Bottomley MP",http://en.wikipedia.org/wiki/Virginia_Bottomley,female,"Politics and Public ServicePolitics"
230,"Isabel Allende",http://en.wikipedia.org/wiki/Isabel_Allende,female,WritingNovelist
231,"Joan Baez",http://en.wikipedia.org/wiki/Joan_Baez,female,"MusicPolitics and Public ServicePop and RockCampaignerFolk Music"
232,"Rt Hon Betty Boothroyd MP",http://en.wikipedia.org/wiki/Betty_Boothroyd,female,"Politics and Public ServicePolitics"
233,"Kaye Webb",http://en.wikipedia.org/wiki/Kaye_Webb,female,WritingPublishing
234,"Eva Burrows",http://en.wikipedia.org/wiki/Eva_Burrows,female,"Politics and Public ServiceCampaigner"
235,"Baroness Blackstone",http://en.wikipedia.org/wiki/Baroness_Blackstone,female,"Academia and EducationPolitics and Public ServicePolitics"
236,"Evelyn Glennie",http://en.wikipedia.org/wiki/Evelyn_Glennie,female,"MusicClassical Music"
237,"Dervla Murphy",http://en.wikipedia.org/wiki/Dervla_Murphy,female,SportWriting
238,"Barbara Mills QC",http://en.wikipedia.org/wiki/Barbara_Mills,female,"Military and LawPolitics and Public ServiceLawyerPublic Servant"
239,"Elizabeth Jennings",http://en.wikipedia.org/wiki/Elizabeth_Jennings,female,WritingPoetry
240,"Carmen Callil",http://en.wikipedia.org/wiki/Carmen_Callil,female,WritingPublishingCritic
241,"Christabel Bielenberg",http://en.wikipedia.org/wiki/Christabel_Bielenberg,female,Writing
242,"Julie Andrews",http://en.wikipedia.org/wiki/Julie_Andrews,female,"Stage, Screen and RadioMusicActorMusicals"
243,"Juliet Stevenson",http://en.wikipedia.org/wiki/Juliet_Stevenson,female,"Stage, Screen and RadioActor"
244,"Penelope Leach",http://en.wikipedia.org/wiki/Penelope_Leach,female,"Medicine, Science and EngineeringWritingMedicine"
245,"Clare Short MP",http://en.wikipedia.org/wiki/Clare_Short,female,"Politics and Public ServicePolitics"
246,"Vivienne Westwood",http://en.wikipedia.org/wiki/Vivienne_Westwood,female,"Art, Fashion and DesignFashion"
